ActivityID,ActivityDescription,ActivityFeeDescription,EntityID,EntityType
14,,,10040227,Facility
100002,,,10040227,Facility
5,Mountain Biking/non-motorized,,10040491,Facility
14,Hiking,,10040491,Facility
15,,,10040491,Facility
5,Biking,,10040545,Campground
10,Interpretive Programs,,10040545,Campground
20,Picnicking,,10040545,Campground
24,Visitor Center,,10040545,Campground
32,Day Use Area,,10040545,Campground
9,Camping,,10040547,Campground
11,Fishing,,10040547,Campground
14,Hiking,,10040547,Campground
20,Picnicking,,10040547,Campground
32,Day Use Area,,10040547,Campground
100005,Paddle Boating,,10040547,Campground
100006,Water Activities,,10040547,Campground
100007,Kayaking,,10040547,Campground
100008,Canoeing,,10040547,Campground
11,Fishing,,10040565,Campground
14,Hiking,,10040565,Campground
22,Winter Sports,,10040565,Campground
100001,Snowmobile,,10040565,Campground
100020,Cross Country Skiing,,10040565,Campground
100056,Snowmobile Trails,,10040565,Campground
14,Hiking,,10040567,Campground
20,Picnicking,,10040567,Campground
32,Day Use Area,,10040567,Campground
100002,Mountain Biking,,10040567,Campground
6,Boating,,10040569,Campground
9,Camping,,10040569,Campground
11,Fishing,,10040569,Campground
105,Paddling,,10040569,Campground
100005,Paddle Boating,,10040569,Campground
100008,Canoeing,,10040569,Campground
100073,Sailboarding,,10040569,Campground
5,,,10041,Rec Area
14,,,10041,Rec Area
18,,,10041,Rec Area
8,,,10042,Rec Area
9,,,10042,Rec Area
11,,,10042,Rec Area
14,,,10042,Rec Area
20,,,10042,Rec Area
26,,,10042,Rec Area
5,,,10044,Rec Area
9,,,10044,Rec Area
14,,,10044,Rec Area
15,,,10044,Rec Area
16,,,10044,Rec Area
20,,,10044,Rec Area
24,,,10044,Rec Area
26,,,10044,Rec Area
28,,,10044,Rec Area
5,"<p>The Buckhorn Trail system is a 60-mile network of trails open to OHVs, hikers and cyclists</p>",,10045177,Facility
18,"<p>60-mile network of trails ranging from beginner to challenging</p>",,10045177,Facility
14,,,10046,Rec Area
26,,,10046,Rec Area
14,,,10046322,Facility
100002,,,10046322,Facility
14,,,10046324,Facility
15,,,10046324,Facility
20,,,10046324,Facility
9,,,10046527,Rec Area
14,,,10046527,Rec Area
15,,,10046527,Rec Area
26,,,10046527,Rec Area
104,,,10046527,Rec Area
18,"<ul>	<li><a href=""https://www.fs.usda.gov/recarea/sbnf/recarea/?recid=74057"">Miller Canyon OHV Connector Trail 3W14</a></li></ul>",,10046794,Facility
5,,,10047,Rec Area
14,,,10047,Rec Area
15,,,10047,Rec Area
18,Motorcycle Use,,10047,Rec Area
14,,,10047456,Facility
9,A sweet little spot at the confluence of the East and South Forks of the Salmon River.,,10047457,Facility
26,A good area for riparian wildlife along the river and forest birding.  Some small mammals frequent the campsites.,,10047457,Facility
106,"Swimming, wading and water play off the gravel bar on the South Fork of the Salmon River.",,10047457,Facility
5,,,10047458,Facility
14,,,10047458,Facility
15,,,10047458,Facility
18,,,10047458,Facility
6,,,10047459,Facility
11,,,10047459,Facility
4,,,10047460,Facility
9,,,10047461,Facility
20,"<p>	Site has 3 picnic tables and a grate for grilling.</p>",,10047462,Facility
14,,,10047463,Facility
5,"<p>	In the summer months this provides a good parking area for mountain biking as this is the beginning of the <a href=""http://www.fs.usda.gov/recarea/okawen/recreation/recarea/?recid=59475"">Twisp River Trail #440</a>  Or travel 2.5 miles to road #4430 junction, turn right, cross War Creek Bridge over Twisp River to junction with paved Twisp River Road (forest road #44) and get onto the Twisp River Trail across the road from the bridge road.</p>",,10047464,Facility
4,,,10050,Rec Area
5,,,10050,Rec Area
9,,,10050,Rec Area
11,,,10050,Rec Area
14,,,10050,Rec Area
15,,,10050,Rec Area
16,,,10050,Rec Area
22,,,10050,Rec Area
26,,,10050,Rec Area
103,,,10050,Rec Area
104,,,10050,Rec Area
14,,,10051,Rec Area
20,,,10051,Rec Area
24,,,10051,Rec Area
26,,,10051,Rec Area
9,,,10052,Rec Area
11,,,10052,Rec Area
14,,,10052,Rec Area
16,,,10052,Rec Area
26,,,10052,Rec Area
105,,,10052,Rec Area
4,,,10055,Rec Area
20,,,10055,Rec Area
26,,,10055,Rec Area
4,,,10056,Rec Area
8,,,10056,Rec Area
10,,,10056,Rec Area
14,,,10056,Rec Area
20,,,10056,Rec Area
26,,,10056,Rec Area
5,,,10058,Rec Area
18,,,10058,Rec Area
5,,,10060,Rec Area
14,,,10060,Rec Area
15,,,10060,Rec Area
26,,,10060,Rec Area
9,,,10061,Rec Area
14,,,10061,Rec Area
18,,,10061,Rec Area
20,,,10061,Rec Area
26,,,10061,Rec Area
100002,,,10061,Rec Area
9,,,10062,Rec Area
18,,,10062,Rec Area
20,,,10062,Rec Area
26,,,10062,Rec Area
4,,,10064,Rec Area
5,,,10064,Rec Area
9,,,10064,Rec Area
14,,,10064,Rec Area
26,,,10064,Rec Area
104,,,10064,Rec Area
10,,,10065,Rec Area
14,,,10065,Rec Area
20,,,10065,Rec Area
26,,,10065,Rec Area
6,,,101,Rec Area
9,,,101,Rec Area
11,,,101,Rec Area
14,,,101,Rec Area
20,,,101,Rec Area
22,,,101,Rec Area
23,,,101,Rec Area
24,,,101,Rec Area
25,,,101,Rec Area
4,,,1011,Rec Area
5,,,1011,Rec Area
6,"<p>The Priest Lakes, Pend Oreille Lake, Coeur d'Alene Lake, and the lower reaches of the St. Joe River all provide motor boat enthusiasts the opportunity to fish, water ski, and relax amid the scenic beauty of the Idaho Panhandle.</p>",,1011,Rec Area
9,"<p>Most of our developed campgrounds are adjacent to one of our many lakes or streams.&nbsp;&nbsp;With so much variety you can enjoy the water sport of your choosing - fishing, floating, boating, canoeing, kayaking, or simply relaxing on the beach.</p>",,1011,Rec Area
11,"<p><img title=""Photo of an angler in a boat trolling for trout on Priest Lake"" alt=""Photo of an angler in a boat trolling for trout on Priest Lake"" width=""150"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5086739.jpg"" />North Idaho is probably best known for its three large lakes: Priest, Pend Oreille, and Coeur d'Alene. Each lake is capable of producing large fish. The world record rainbow trout (37 pounds) was caught in Lake Pend Oreille. Even bigger fish have been caught in the other two lakes. The state record northern pike (38 pound 9 ounce) and landlocked chinook salmon (42 pounds) come from Lake Coeur d'Alene while a lake trout exceeding 57 pounds was caught in Priest Lake.</p><p>Many other smaller lakes including; Bonner, Round, Chase, Robinson, Smith, Brush, Kelso, Antelope and Twin provide additional opportunities for anglers.</p><p>There are also numerous mountain lakes stocked with brook trout and rainbow trout.</p>",,1011,Rec Area
14,"<p>Casual day hikers on the IPNF can access lakeshores, historic and cultural sites, and&nbsp;mountain lakes.&nbsp; One can&nbsp;follow rushing streams or wander through ancient cedar groves.&nbsp; Many of these trails are readily accessible from our local communities or well traveled, paved roads.</p>",,1011,Rec Area
15,<p>A number of our trailheads provide parking for stock trailers.</p>,,1011,Rec Area
16,,,1011,Rec Area
18,,,1011,Rec Area
20,<p>We have a variety of dedicated picnic areas as well as picnic sites within designated campgrounds.</p>,,1011,Rec Area
23,<p>Many of our campgrounds offer campsites that are suitable for RVs but please check for size limits.&nbsp; A few may offer additional amenities for RVs.</p>,,1011,Rec Area
26,"<p>The IPNF is one of the few places in the lower 48 states where one can encounter deer, elk, moose, grizzly and black bears, wolves, mountain lions, and a host of smaller species and predators.&nbsp; It is the only place where one has a chance of spotting the woodland caribou.&nbsp; The large animals are impressive, but smaller, uncommon species like the pika can also be entertaining to observe and photograph.&nbsp; Our abundant water attracts waterfowl, eagles, osprey, great blue herons, and a host of smaller water-dependant birds like the dipper and kingfisher.</p><p>One does not necessarily have to be deep in the backcountry to observe these animals.&nbsp; Some, like the mountain goat in the accompanying photo can be seen from well traveled roads.</p><p>When observing wildlife please keep your distance, for your safety and theirs.</p>",,1011,Rec Area
30,"<p>Breathtaking mountain vistas or quiet streamsides - take your pick from our selection of cabin and lookout rentals.</p><p>Our rental guide offers information on all of the rustic cabins and lookout towers on the Panhandle - fees, attractions, what to bring, and photos of most.</p>",,1011,Rec Area
106,,,1011,Rec Area
109,<p>Some campgrounds like Line Creek Stock Camp provide corrals and other amenities for horseback riders.</p>,,1011,Rec Area
4,"<p>	There are a number of scenic drives on the Nez Perce-Clearwater National Forests. For an introduction into our mining history consider a <a href=""https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsm91_055709.pdf"">self guided tour of the Florence Basin</a>. Not much exists of the mining district. The Gospel Hump Wilderness corridor is a rare scenic drive. The views are outstanding along this route; wilderness surrounds you on either side of the road. Another historical drive is the Elk City Wagon road from the town of Clearwater, all the way to Elk City. Interpretive signs are posted at prominent points along the route. And for the adventuresome, consider the Magruder Road Corridor east of Elk City to Darby, Montana. This primitive 101 mile road was constructed by the Civilian Conservation Corps in the 1930&rsquo;s and has held up to the test of time beautifully.</p>",,1012,Rec Area
5,"<p><img alt=""Photo of people cycling. Mountains in the background."" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5177525.jpg"" />Check out Meadow Creek Trail #726. Mountain bikes are allowed on the first three miles through this beautiful area. As you travel through an area similar to a rainforest you can expect to see ferns, mosses and cedar trees in abundance. Be alert, you could be sharing the trail with motorbike or horse riders.</p>",,1012,Rec Area
6,"<p>	&nbsp;</p><p>	<span style=""display: none"">&nbsp;</span><img alt=""Photo of people in a jet boat on the river."" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5183492.jpg"" style=""height: 150px; width: 215px"" /></p><p>	The Main Salmon Wild and Scenic River (Long Tom Bar to Corn Creek) offers power boat users a fun, challenging and beautiful trip through a deep and rugged canyon. The Main Salmon River travels east to west for over 80 miles bisecting both the Frank Church River of No Return and Selway Bitterroot Wilderness areas. This undammed, free flowing river contains many &nbsp;class III and some class IV rapids, depending on water level, and its whitewater characteristics change greatly over the course of the year as flows fluctuate. The Main Salmon not only offers river users the opportunity to seek solitude, but also provides a unique glimpse into the areas past, from prehistoric pictographs to old homesteads.</p><p>	There are two primary seasons on the Main Salmon, control and ",,1012,Rec Area
9,"<p>	<img alt=""Photo of people gathered around a fire ring at the campsite"" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5177378.jpg"" />Developed campground fees vary per site. Water and garbage services are provided during peak season. You will find volunteer campground hosts at some campgrounds. The hosts can provide good information about places to go and see. Some sites within the campgrounds can be reserved by visiting <a href=""http://www.recreation.gov "">www.recreation.gov</a> or calling 1-877-444-6777.</p><p>	Camping in any one area or the placement of camping equipment, is currently limited to a total of 18 days use in dispersed campsites. Developed campgrounds stay limit is 14 days and will remain in effect as such. See <a href=""http://www.fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gDfxMDT8MwRydLA1cj72BTFxdjAwjQL8h2VAQAlu7VZA!!/?ss=110117&amp;navtype=BROWSEBYSUBJECT&amp;cid=3874&amp;navid=120000000000000&amp;pnavid=null&amp;position=Alerts&amp;ttype=aler",,1012,Rec Area
11,"<p>	<img alt=""photo of a pond, mountains and trees "" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5176349.jpg"" />There are many lakes and ponds on the Nez Perce-Clearwater National Forests. The Fenn Pond, near the Historic Fenn Ranger Station, is stocked by the Idaho Fish and Game Department. It has a smooth accessible trail and boardwalk and is ideal for children and those who cannot traverse rugged terrain.</p>",,1012,Rec Area
14,"<p><img alt=""Photo of people hiking through a grassy area"" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5177526.jpg"" />There are day use opportunities where you can literally step out your back door and enjoy the Forest.</p>",,1012,Rec Area
15,"<p>	There are access points into the wilderness areas located on the Nez Perce-Clearwater National Forests. Some points offer a stock loading ramp, stock feeders, hitch racks and/or a corral. Contact local forest offices for specific information.</p>",,1012,Rec Area
16,,,1012,Rec Area
18,"<p><img alt=""Photo of a man riding a 4-wheeler on a curved, dirt road."" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5177004.jpg"" /></p><p>The Milner Trail is one example of an excellent off-highway vehicle route. The system is graveled having a tread surface of 8-16 feet in width with good sight distance and drainage. The grades are gentle and provide good travel for beginners and advanced users. The route is open year-round and is groomed by a local snowmobile club.</p><p>Visit the <a href=""http://www.stayontrails.com "">Idaho Off-Highway Vehicle Recreation Guide web site</a> for information on ATV trails in the State of Idaho. <br />&nbsp;</p>",,1012,Rec Area
20,"																<p>Most of our campgrounds provide picnic tables and fire grates. There are many undeveloped picnic spots on the forest as well.</p><p>Currently the forest is open to dispersed use in most areas. The forest is in the process of gathering information and making a decision on future management. Limited motorized access for dispersed use or parking may be allowed from the centerline of designated roads (300 feet) and designated trails (100 feet).</p><p>The forest is yours to enjoy, watch, and keep clean. We ask that you leave it as you found it. You can report any damage you see to the nearest <a href=""http://fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPyhQoY6BdkOyoCAGixyPg!/?ss=110117&amp;navtype=BROWSEBYSUBJECT&amp;cid=FSE_003828&amp;navid=170120000000000&amp;pnavid=170000000000000&amp;position=BROWSEBYSUBJECT&amp;ttype=detail&amp;pname=Nez%20Perce%20National%20Forest-%20Offices"">Forest office</a>.<br />&nbsp;</p>",,1012,Rec Area
23,"								<p>Some of our developed sites can accommodate larger RV&rsquo;s and some dispersed sites can accommodate small and medium sized RV&rsquo;s. It&rsquo;s best to check with the local forest service office prior to pulling your RV into an area. Many places could turn out to be a tight spot.</p>",,1012,Rec Area
24,,,1012,Rec Area
26,,,1012,Rec Area
30,"<p><img alt=""Photo of people gathered inside the cabin"" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5177376.jpg"" />Take yourself to the &ldquo;way back when&rdquo; and rent one of our rustic cabins or lookouts. This is as close to nature you can get with a roof over your head.</p>",,1012,Rec Area
106,"<p>	<img alt=""Photo of people on the shore of the river."" src=""https://www.fs.usda.gov/Internet/FSE_MEDIA/stelprdb5183490.jpg"" style=""width: 215px; height: 150px;"" /></p><p>	Spring Bar Campground has a good beach area for swimming in the Salmon River. O&rsquo;Hara Campground, located on the Selway River has good access to the river with some swimming spots. Johnson Bar, also on the Selway, is a nice beach location. There are many rafting opportunities where you can swim along with your group at times. South Fork Campground on the South Fork of the Clearwater River on State Highway 14 has river access for swimming also. Keep in mind these are large rivers with undertows which can take you by surprise &ndash; use caution when choosing to swim in our rivers.</p>",,1012,Rec Area
109,"<p>	There are access points into the wilderness areas located on within the Nez Perce-Clearwater National Forests. Some points offer a stock loading ramp, stock feeders, hitch racks and/or a corral. Contact local forest offices for specific information.</p>",,1012,Rec Area
5,"<p>Trail opportunities range from hiking, horseback riding and mountain bike to off highway vehicle use. Some trails combine various uses so expect other travelers depending on the type of use. Pick up a Forest Service map for specific trail locations, restrictions, and ownership. Please be considerate of other trail users and wildlife. Weather conditions are subject to extreme changes in a short period of time. Be prepared for the unexpected. The only allocation that restricts mountain bikes is Recommended Wilderness. To find non-motorized routes please consult the Forest Travel Plan Maps.</p>",,1013,Rec Area
